,id,location,fault_severity,event_type,severity_type,log_feature,volume,resource_type
1163,16491,location 821,2,event_type 15,severity_type 2,feature 193,2,resource_type 8
1164,8922,location 515,0,event_type 35,severity_type 2,feature 232,99,resource_type 2
1165,14724,location 684,1,event_type 15,severity_type 2,feature 203,18,resource_type 8
1166,7820,location 794,0,event_type 14,severity_type 1,feature 47,3,resource_type 8
1167,13196,location 151,1,event_type 35,severity_type 2,feature 232,2,resource_type 2
1168,1381,location 695,1,event_type 11,severity_type 1,feature 68,1,resource_type 8
1169,17200,location 471,0,event_type 34,severity_type 2,feature 313,4,resource_type 2
1170,914,location 714,1,event_type 11,severity_type 2,feature 170,1,resource_type 8
1171,5891,location 839,0,event_type 11,severity_type 4,feature 170,28,resource_type 8
1172,14452,location 484,0,event_type 34,severity_type 2,feature 310,1,resource_type 2
1173,4493,location 821,0,event_type 15,severity_type 1,feature 71,3,resource_type 8
1174,1822,location 1052,1,event_type 15,severity_type 1,feature 71,1,resource_type 8
1175,4097,location 51,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
1176,3815,location 995,2,event_type 11,severity_type 1,feature 82,22,resource_type 8
1177,14397,location 122,0,event_type 35,severity_type 2,feature 312,6,resource_type 2
1178,262,location 994,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
1179,10185,location 1052,2,event_type 11,severity_type 1,feature 82,75,resource_type 8
1180,2464,location 7,0,event_type 11,severity_type 1,feature 70,19,resource_type 8
1181,2725,location 460,1,event_type 35,severity_type 2,feature 312,14,resource_type 2
1182,10474,location 481,0,event_type 34,severity_type 2,feature 230,22,resource_type 2
1183,9198,location 653,2,event_type 15,severity_type 1,feature 201,2,resource_type 8
1184,13354,location 1008,2,event_type 15,severity_type 2,feature 203,14,resource_type 8
1185,12226,location 7,0,event_type 11,severity_type 1,feature 70,6,resource_type 8
1186,12496,location 707,0,event_type 15,severity_type 2,feature 71,6,resource_type 8
1187,2718,location 476,0,event_type 34,severity_type 2,feature 233,1,resource_type 2
1188,4301,location 467,0,event_type 34,severity_type 2,feature 312,6,resource_type 2
1189,11134,location 1083,0,event_type 11,severity_type 1,feature 170,6,resource_type 8
1190,17653,location 1016,1,event_type 11,severity_type 1,feature 182,1,resource_type 8
1191,11079,location 518,0,event_type 34,severity_type 2,feature 229,1,resource_type 2
1192,8096,location 8,0,event_type 15,severity_type 1,feature 56,2,resource_type 8
1193,4721,location 742,0,event_type 15,severity_type 1,feature 201,2,resource_type 8
1194,6069,location 373,0,event_type 35,severity_type 2,feature 312,27,resource_type 2
1195,15313,location 466,0,event_type 35,severity_type 2,feature 312,3,resource_type 2
1196,18179,location 627,0,event_type 11,severity_type 1,feature 306,3,resource_type 8
1197,10587,location 256,0,event_type 35,severity_type 2,feature 232,1,resource_type 2
1198,660,location 124,0,event_type 35,severity_type 2,feature 232,2,resource_type 2
1199,16476,location 881,0,event_type 11,severity_type 1,feature 68,13,resource_type 8
1200,6013,location 126,0,event_type 35,severity_type 2,feature 312,9,resource_type 2
1201,3072,location 118,0,event_type 35,severity_type 2,feature 232,18,resource_type 2
1202,18215,location 931,0,event_type 15,severity_type 1,feature 203,8,resource_type 8
1203,9294,location 140,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
1204,12430,location 267,0,event_type 35,severity_type 2,feature 227,1,resource_type 2
1205,412,location 1080,1,event_type 11,severity_type 1,feature 273,2,resource_type 6
1206,5809,location 124,0,event_type 34,severity_type 2,feature 312,2,resource_type 2
1207,8808,location 495,0,event_type 34,severity_type 2,feature 316,1,resource_type 2
1208,4576,location 477,0,event_type 34,severity_type 2,feature 314,37,resource_type 2
1209,7344,location 424,0,event_type 34,severity_type 2,feature 315,1,resource_type 2
1210,3965,location 91,0,event_type 34,severity_type 2,feature 235,162,resource_type 2
1211,12984,location 942,0,event_type 13,severity_type 1,feature 273,1,resource_type 8
1212,6890,location 844,1,event_type 11,severity_type 1,feature 206,2,resource_type 8
1213,10645,location 710,0,event_type 11,severity_type 2,feature 73,2,resource_type 8
1214,8309,location 1104,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
1215,17659,location 1031,0,event_type 11,severity_type 1,feature 170,6,resource_type 8
1216,836,location 128,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
1217,11692,location 628,0,event_type 11,severity_type 1,feature 207,1,resource_type 8
1218,14575,location 768,0,event_type 11,severity_type 1,feature 55,3,resource_type 8
1219,11586,location 1050,1,event_type 11,severity_type 4,feature 163,1,resource_type 8
1220,9052,location 1100,0,event_type 15,severity_type 1,feature 203,6,resource_type 8
1221,2932,location 957,1,event_type 54,severity_type 4,feature 360,2,resource_type 2
1222,14215,location 692,0,event_type 11,severity_type 1,feature 54,1,resource_type 8
1223,18536,location 821,0,event_type 11,severity_type 1,feature 71,1,resource_type 8
1224,14795,location 469,0,event_type 34,severity_type 2,feature 232,7,resource_type 2
1225,12215,location 122,0,event_type 34,severity_type 2,feature 233,1,resource_type 2
1226,8179,location 839,0,event_type 11,severity_type 1,feature 68,1,resource_type 8
1227,12194,location 1008,0,event_type 15,severity_type 2,feature 203,2,resource_type 8
1228,12186,location 1093,0,event_type 11,severity_type 1,feature 219,1,resource_type 8
1229,11594,location 479,0,event_type 35,severity_type 2,feature 312,1,resource_type 2
1230,3346,location 277,0,event_type 34,severity_type 2,feature 307,1,resource_type 2
1231,18155,location 124,0,event_type 35,severity_type 2,feature 307,1,resource_type 2
1232,12908,location 444,0,event_type 34,severity_type 1,feature 219,1,resource_type 2
1233,4960,location 821,0,event_type 11,severity_type 1,feature 203,10,resource_type 8
1234,12046,location 627,0,event_type 22,severity_type 1,feature 306,9,resource_type 8
1235,2832,location 1061,2,event_type 15,severity_type 2,feature 82,4,resource_type 8
1236,6907,location 325,0,event_type 35,severity_type 1,feature 301,1,resource_type 2
1237,14713,location 155,0,event_type 34,severity_type 2,feature 301,2,resource_type 2
1238,12087,location 1100,2,event_type 11,severity_type 1,feature 82,10,resource_type 8
1239,10809,location 893,0,event_type 43,severity_type 1,feature 375,1,resource_type 2
1240,6754,location 696,0,event_type 11,severity_type 1,feature 54,1,resource_type 8
1241,14182,location 1104,0,event_type 15,severity_type 2,feature 80,1,resource_type 8
1242,13742,location 977,1,event_type 30,severity_type 5,feature 133,3,resource_type 9
1243,7178,location 485,0,event_type 35,severity_type 2,feature 312,11,resource_type 2
1244,2139,location 505,0,event_type 35,severity_type 2,feature 313,11,resource_type 2
1245,7278,location 519,0,event_type 34,severity_type 2,feature 312,8,resource_type 2
1246,10398,location 124,0,event_type 34,severity_type 2,feature 315,1,resource_type 2
1247,9681,location 943,0,event_type 11,severity_type 1,feature 170,6,resource_type 8
1248,12284,location 1031,1,event_type 11,severity_type 1,feature 54,6,resource_type 8
1249,15001,location 1042,2,event_type 15,severity_type 2,feature 82,10,resource_type 8
1250,14164,location 507,0,event_type 34,severity_type 2,feature 314,4,resource_type 2
1251,17405,location 707,0,event_type 15,severity_type 2,feature 71,1,resource_type 8
1252,9927,location 288,1,event_type 11,severity_type 1,feature 94,1,resource_type 8
1253,439,location 842,0,event_type 24,severity_type 1,feature 239,1,resource_type 2
1254,2731,location 845,0,event_type 15,severity_type 2,feature 203,7,resource_type 8
1255,9501,location 1024,0,event_type 11,severity_type 1,feature 73,5,resource_type 8
1256,14206,location 931,1,event_type 15,severity_type 1,feature 82,3,resource_type 8
1257,5196,location 1107,0,event_type 11,severity_type 1,feature 193,15,resource_type 8
1258,18448,location 9,0,event_type 11,severity_type 1,feature 193,41,resource_type 8
1259,2817,location 600,0,event_type 15,severity_type 2,feature 82,14,resource_type 8
1260,13615,location 1084,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
1261,11194,location 1032,1,event_type 11,severity_type 1,feature 170,2,resource_type 8
1262,7848,location 390,1,event_type 35,severity_type 2,feature 312,7,resource_type 2
1263,15143,location 124,0,event_type 34,severity_type 2,feature 315,3,resource_type 2
1264,12912,location 491,0,event_type 34,severity_type 2,feature 315,9,resource_type 2
1265,2241,location 470,0,event_type 11,severity_type 2,feature 44,1,resource_type 8
1266,7740,location 821,1,event_type 15,severity_type 1,feature 198,1,resource_type 8
1267,7828,location 684,1,event_type 15,severity_type 2,feature 203,2,resource_type 8
1268,17080,location 839,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
1269,6054,location 653,2,event_type 15,severity_type 2,feature 82,12,resource_type 8
1270,8112,location 122,0,event_type 35,severity_type 2,feature 235,2,resource_type 2
1271,14561,location 468,0,event_type 34,severity_type 2,feature 312,5,resource_type 2
1272,16244,location 793,0,event_type 11,severity_type 2,feature 195,3,resource_type 8
1273,794,location 646,0,event_type 11,severity_type 1,feature 203,2,resource_type 8
1274,4913,location 380,0,event_type 34,severity_type 2,feature 232,5,resource_type 2
1275,15706,location 691,0,event_type 20,severity_type 1,feature 75,6,resource_type 8
1276,17636,location 834,2,event_type 15,severity_type 2,feature 82,18,resource_type 8
1277,2866,location 931,2,event_type 15,severity_type 1,feature 82,30,resource_type 8
1278,2282,location 704,2,event_type 15,severity_type 1,feature 82,14,resource_type 8
1279,15141,location 919,1,event_type 11,severity_type 1,feature 202,4,resource_type 8
1280,225,location 839,0,event_type 11,severity_type 1,feature 68,12,resource_type 8
1281,14540,location 1026,1,event_type 13,severity_type 1,feature 68,1,resource_type 6
1282,14948,location 1067,1,event_type 11,severity_type 1,feature 54,2,resource_type 8
1283,14715,location 838,0,event_type 11,severity_type 2,feature 55,1,resource_type 8
1284,2852,location 760,0,event_type 11,severity_type 2,feature 54,2,resource_type 8
1285,6747,location 1019,0,event_type 15,severity_type 2,feature 80,2,resource_type 8
1286,12050,location 860,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
1287,10005,location 802,0,event_type 13,severity_type 1,feature 54,1,resource_type 8
1288,841,location 949,1,event_type 11,severity_type 1,feature 54,2,resource_type 8
1289,3785,location 963,0,event_type 11,severity_type 1,feature 109,1,resource_type 8
1290,275,location 704,2,event_type 15,severity_type 2,feature 203,8,resource_type 8
1291,16392,location 239,0,event_type 34,severity_type 2,feature 232,4,resource_type 2
1292,8681,location 375,0,event_type 35,severity_type 2,feature 313,33,resource_type 2
1293,9687,location 469,0,event_type 34,severity_type 2,feature 232,44,resource_type 2
1294,13803,location 1117,0,event_type 11,severity_type 2,feature 55,2,resource_type 8
1295,343,location 375,0,event_type 34,severity_type 2,feature 233,5,resource_type 2
1296,13743,location 878,0,event_type 11,severity_type 1,feature 195,83,resource_type 8
1297,9845,location 613,2,event_type 15,severity_type 1,feature 71,1,resource_type 8
1298,4076,location 790,0,event_type 23,severity_type 1,feature 134,1,resource_type 7
1299,656,location 481,0,event_type 34,severity_type 2,feature 310,29,resource_type 2
1300,6147,location 897,1,event_type 43,severity_type 1,feature 375,1,resource_type 2
1301,12267,location 957,0,event_type 11,severity_type 2,feature 202,2,resource_type 8
1302,1262,location 902,1,event_type 11,severity_type 1,feature 273,1,resource_type 8
1303,7268,location 821,1,event_type 15,severity_type 2,feature 203,1,resource_type 8
1304,15161,location 1095,0,event_type 18,severity_type 1,feature 179,2,resource_type 10
1305,11400,location 827,1,event_type 11,severity_type 1,feature 55,1,resource_type 8
1306,4236,location 885,0,event_type 11,severity_type 2,feature 73,11,resource_type 8
1307,15730,location 1078,0,event_type 11,severity_type 2,feature 202,1,resource_type 8
1308,5112,location 704,2,event_type 11,severity_type 1,feature 193,1,resource_type 8
1309,9363,location 1034,0,event_type 11,severity_type 1,feature 54,3,resource_type 8
1310,7290,location 600,0,event_type 15,severity_type 2,feature 203,2,resource_type 8
1311,13660,location 638,0,event_type 42,severity_type 1,feature 283,3,resource_type 2
1312,2409,location 912,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
1313,18440,location 603,1,event_type 11,severity_type 1,feature 170,24,resource_type 8
1314,13239,location 1030,0,event_type 11,severity_type 2,feature 54,1,resource_type 8
1315,12291,location 664,0,event_type 11,severity_type 1,feature 171,7,resource_type 8
1316,14858,location 756,1,event_type 11,severity_type 1,feature 87,3,resource_type 8
1317,7330,location 485,0,event_type 35,severity_type 2,feature 312,5,resource_type 2
1318,17362,location 851,0,event_type 13,severity_type 1,feature 68,6,resource_type 6
1319,1210,location 448,0,event_type 34,severity_type 1,feature 232,2,resource_type 2
1320,2878,location 373,0,event_type 35,severity_type 2,feature 232,75,resource_type 2
1321,4152,location 1107,0,event_type 15,severity_type 2,feature 82,2,resource_type 8
1322,2622,location 137,0,event_type 11,severity_type 2,feature 312,2,resource_type 2
1323,9462,location 914,2,event_type 11,severity_type 1,feature 170,8,resource_type 8
1324,15985,location 460,1,event_type 34,severity_type 2,feature 312,5,resource_type 2
1325,11376,location 477,0,event_type 35,severity_type 2,feature 312,11,resource_type 2
1326,6567,location 763,0,event_type 15,severity_type 2,feature 203,12,resource_type 8
1327,13097,location 445,0,event_type 35,severity_type 2,feature 232,8,resource_type 2
1328,16084,location 573,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
1329,3456,location 924,2,event_type 11,severity_type 1,feature 222,1,resource_type 6
1330,4221,location 126,0,event_type 35,severity_type 2,feature 235,5,resource_type 2
